region,analytical_ride_type,use_case,db,bookings,pmm,rides,elasticity
DAY,standard_saver,non-airport,d5,119412.531,-884.63836,5211,0
DBN,standard_saver,airport_drop_off,d5,49.871469,7.851678,1,0
DBN,standard_saver,non-airport,d1,23.744407,-9.10538,3,0
DBN,standard_saver,non-airport,d2,161.812035,-106.416907,15,0
DBN,standard_saver,non-airport,d3,185.491752,18.112148,8,0
DBN,standard_saver,non-airport,d4,192.428814,23.877752,6,0
DBN,standard_saver,non-airport,d5,223.804407,-2.939721,3,0
DBQ,standard_saver,non-airport,d1,945.105888,109.502492,109,0
DBQ,standard_saver,non-airport,d2,889.371375,-25.762251,110,0
DBQ,standard_saver,non-airport,d3,1028.775972,-144.915509,119,0
DBQ,standard_saver,non-airport,d4,1267.355305,31.608738,112,0
DBQ,standard_saver,non-airport,d5,1056.667723,-24.231114,62,0
DCA,standard_saver,airport_drop_off,d1,103629.5162,10425.22186,5795,-2.838086653
DCA,standard_saver,airport_drop_off,d2,101963.2967,14662.49603,4439,-2.838086653
DCA,standard_saver,airport_drop_off,d3,104298.2229,20766.08278,3354,-2.838086653
DCA,standard_saver,airport_drop_off,d4,147161.966,32344.51184,3212,-2.838086653
DCA,standard_saver,airport_drop_off,d5,117178.4076,26873.77767,1965,-2.838086653
DCA,standard_saver,airport_pick_up,d1,13.002064,-3.478495,1,0
DCA,standard_saver,non-airport,d1,1735490.739,258273.5801,179188,0
DCA,standard_saver,non-airport,d2,1843268.263,114756.9568,163673,0
DCA,standard_saver,non-airport,d3,1923442.891,125028.9639,132176,0
DCA,standard_saver,non-airport,d4,2028871.212,148110.5429,104882,0
DCA,standard_saver,non-airport,d5,2688595.124,152690.191,87507,0
DEC,standard_saver,non-airport,d1,152.87484,-9.99733,24,0
DEC,standard_saver,non-airport,d2,201.78355,-29.349725,30,0
DEC,standard_saver,non-airport,d3,190.874195,-47.952261,27,0
DEC,standard_saver,non-airport,d4,217.6757,-19.999905,20,0
DEC,standard_saver,non-airport,d5,470.236345,17.520562,17,0
DEN,standard_saver,airport_drop_off,d1,67563.88689,18155.20924,2373,-6.895982056
DEN,standard_saver,airport_drop_off,d2,88974.82016,26582.70692,2057,-6.895982056
DEN,standard_saver,airport_drop_off,d3,56626.7928,17572.44609,1205,-6.895982056
DEN,standard_saver,airport_drop_off,d4,36658.43683,11471.88082,681,-6.895982056
DEN,standard_saver,airport_drop_off,d5,42829.56615,12736.57814,611,-6.895982056
DEN,standard_saver,non-airport,d1,297731.3549,58316.71781,32759,0
DEN,standard_saver,non-airport,d2,302675.4198,30802.96312,31651,0
DEN,standard_saver,non-airport,d3,338287.8351,42285.41435,26274,0
DEN,standard_saver,non-airport,d4,405200.9121,61037.06531,22256,0
DEN,standard_saver,non-airport,d5,517075.899,88773.81027,17171,0
DFW,standard_saver,airport_drop_off,d1,67590.13956,6270.524131,3790,-4.331383127
DFW,standard_saver,airport_drop_off,d2,113782.1549,5618.947916,4091,-4.331383127
DFW,standard_saver,airport_drop_off,d3,121967.7534,20676.43752,3006,-4.331383127
DFW,standard_saver,airport_drop_off,d4,60734.57606,10884.29943,1280,-4.331383127
DFW,standard_saver,airport_drop_off,d5,40930.00553,8501.993879,680,-4.331383127
DFW,standard_saver,non-airport,d1,893092.1187,154161.9517,109613,0
DFW,standard_saver,non-airport,d2,1302511.459,217090.9662,123926,0
DFW,standard_saver,non-airport,d3,1445223.024,211237.9837,104417,0
DFW,standard_saver,non-airport,d4,1331230.415,171258.8289,68242,0
DFW,standard_saver,non-airport,d5,1197191.657,96671.93801,37427,0
DIK,standard_saver,non-airport,d1,546.097312,85.089566,91,0
DIK,standard_saver,non-airport,d2,438.051008,58.774448,68,0
DIK,standard_saver,non-airport,d3,559.45024,89.700063,70,0
DIK,standard_saver,non-airport,d4,539.05808,51.703708,65,0
DIK,standard_saver,non-airport,d5,1350.1916,146.217985,50,0
DLH,standard_saver,airport_drop_off,d1,68.719584,-15.455486,4,0
DLH,standard_saver,airport_drop_off,d2,229.813544,-42.025149,14,0
DLH,standard_saver,airport_drop_off,d3,15.812396,-4.568495,1,0
DLH,standard_saver,airport_drop_off,d4,124.897188,44.094066,3,0
DLH,standard_saver,airport_drop_off,d5,30.962396,-7.351076,1,0
DLH,standard_saver,non-airport,d1,5666.213173,-881.283337,678,0
DLH,standard_saver,non-airport,d2,4897.51959,-1583.701336,559,0
DLH,standard_saver,non-airport,d3,5168.050917,-1544.542189,470,0
DLH,standard_saver,non-airport,d4,5986.08487,-1119.685567,397,0
DLH,standard_saver,non-airport,d5,6305.769291,-632.850261,273,0
DSM,standard_saver,airport_drop_off,d1,942.529376,120.209461,80,-4.488333293
DSM,standard_saver,airport_drop_off,d2,937.61233,149.893315,61,-4.488333293
DSM,standard_saver,airport_drop_off,d3,833.852023,159.331875,43,-4.488333293
DSM,standard_saver,airport_drop_off,d4,617.108489,78.738133,24,-4.488333293
DSM,standard_saver,airport_drop_off,d5,719.13285,80.892444,22,-4.488333293
DSM,standard_saver,non-airport,d1,28684.65232,6738.494947,3462,0
DSM,standard_saver,non-airport,d2,39567.74535,6054.967247,4663,0
DSM,standard_saver,non-airport,d3,45882.3761,8438.192301,4016,0
DSM,standard_saver,non-airport,d4,38334.81197,8740.210688,2311,0
DSM,standard_saver,non-airport,d5,44745.72934,5679.280871,1973,0
DTW,standard_saver,airport_drop_off,d1,23016.48938,3400.146628,906,-4.134087348
DTW,standard_saver,airport_drop_off,d2,27592.55412,4377.382857,703,-4.134087348
DTW,standard_saver,airport_drop_off,d3,14974.96504,3048.501848,289,-4.134087348
DTW,standard_saver,airport_drop_off,d4,7170.928918,1249.400458,130,-4.134087348
DTW,standard_saver,airport_drop_off,d5,5384.958455,825.646845,83,-4.134087348
DTW,standard_saver,non-airport,d1,404992.7431,40742.5895,39093,0
DTW,standard_saver,non-airport,d2,558168.2847,41522.79821,41369,0
DTW,standard_saver,non-airport,d3,490784.4273,45570.55245,26433,0
DTW,standard_saver,non-airport,d4,432255.8754,26941.43862,17683,0
DTW,standard_saver,non-airport,d5,376746.6813,-5007.398765,10642,0
DVN,standard_saver,non-airport,d1,8270.976403,-2055.653741,1412,0
DVN,standard_saver,non-airport,d2,9592.993823,-4841.295794,1561,0
DVN,standard_saver,non-airport,d3,11585.57798,-4217.173825,1408,0
DVN,standard_saver,non-airport,d4,12829.76034,-3487.087457,1188,0
DVN,standard_saver,non-airport,d5,15472.36326,-3984.903237,935,0
EAT,standard_saver,airport_drop_off,d2,76.941364,4.242116,2,0
EAT,standard_saver,airport_drop_off,d3,205.155354,11.715066,5,0
EAT,standard_saver,airport_drop_off,d4,60.770682,12.221915,1,0
EAT,standard_saver,airport_drop_off,d5,853.554092,53.225571,6,0
EAT,standard_saver,non-airport,d1,821.239448,-255.088234,129,0
EAT,standard_saver,non-airport,d2,1355.24923,-462.461659,147,0
EAT,standard_saver,non-airport,d3,1522.075713,-171.415901,97,0
EAT,standard_saver,non-airport,d4,872.557336,-19.726836,28,0
EAT,standard_saver,non-airport,d5,2965.335916,4.972936,38,0
EAU,standard_saver,airport_drop_off,d1,20.719957,5.28705,1,0
EAU,standard_saver,airport_drop_off,d2,43.999914,3.408496,2,0
EAU,standard_saver,airport_drop_off,d3,42.669914,3.078411,2,0
EAU,standard_saver,airport_drop_off,d5,269.899957,70.097666,1,0
EAU,standard_saver,non-airport,d1,2074.400475,152.153516,290,0
EAU,standard_saver,non-airport,d2,3960.403034,609.347343,427,0
EAU,standard_saver,non-airport,d3,3789.514533,667.275062,299,0
EAU,standard_saver,non-airport,d4,4004.634128,789.441843,250,0
EAU,standard_saver,non-airport,d5,2498.611471,354.55812,81,0
EAZ,standard_saver,non-airport,d1,11.831802,-27.79838,2,0
EAZ,standard_saver,non-airport,d2,17.651802,-17.727239,2,0
EAZ,standard_saver,non-airport,d5,28.961802,-73.006018,2,0
ECA,standard_saver,airport_drop_off,d5,107.725971,-6.570322,1,0
ECA,standard_saver,non-airport,d1,4.015971,-10.455222,1,0
ECA,standard_saver,non-airport,d2,9.795971,-16.829656,1,0
ECA,standard_saver,non-airport,d3,27.337913,-61.216331,3,0
ECA,standard_saver,non-airport,d4,157.843884,-56.729324,4,0
ECA,standard_saver,non-airport,d5,507.597768,-592.021299,8,0
ECP,standard_saver,airport_drop_off,d1,3773.796107,609.154606,156,-5.672921287
ECP,standard_saver,airport_drop_off,d2,3546.950703,609.114676,110,-5.672921287
ECP,standard_saver,airport_drop_off,d3,2853.852261,602.068039,74,-5.672921287
ECP,standard_saver,airport_drop_off,d4,2310.432375,546.037319,47,-5.672921287
ECP,standard_saver,airport_drop_off,d5,2389.156446,486.55883,36,-5.672921287
ECP,standard_saver,non-airport,d1,30312.78213,-8029.379169,5357,0
ECP,standard_saver,non-airport,d2,44619.79953,-6639.65535,5855,0
ECP,standard_saver,non-airport,d3,53975.7499,-3725.358325,5284,0
ECP,standard_saver,non-airport,d4,65926.06983,434.547671,4514,0
ECP,standard_saver,non-airport,d5,96103.92843,2688.038982,3767,0
EGE,standard_saver,airport_drop_off,d1,81.132708,14.979279,5,0
EGE,standard_saver,airport_drop_off,d2,158.51343,39.390365,4,0
EGE,standard_saver,airport_drop_off,d3,152.295231,43.8436,3,0
EGE,standard_saver,airport_drop_off,d4,85.529436,30.616693,1,0
EGE,standard_saver,airport_drop_off,d5,337.418367,76.200624,4,0
EGE,standard_saver,non-airport,d1,1088.926753,233.762146,71,0
EGE,standard_saver,non-airport,d2,1094.204033,186.354681,73,0
EGE,standard_saver,non-airport,d3,674.074191,113.897011,40,0
EGE,standard_saver,non-airport,d4,867.765875,142.101428,38,0
EGE,standard_saver,non-airport,d5,3443.713271,579.335642,62,0
EHA,standard_saver,airport_drop_off,d4,106.837396,-1.281625,2,0
EHA,standard_saver,airport_drop_off,d5,621.448112,93.472957,4,0
EHA,standard_saver,non-airport,d1,4399.830917,297.514275,273,0
EHA,standard_saver,non-airport,d2,5506.180122,151.851208,281,0
EHA,standard_saver,non-airport,d3,4433.359584,382.792435,165,0
EHA,standard_saver,non-airport,d4,3565.21767,354.627536,84,0
EHA,standard_saver,non-airport,d5,6285.373963,494.270247,79,0
ELM,standard_saver,non-airport,d1,115.29032,-97.174487,16,0
ELM,standard_saver,non-airport,d2,305.65437,-214.316317,31,0
ELM,standard_saver,non-airport,d3,271.14659,-64.043251,17,0
ELM,standard_saver,non-airport,d4,336.23778,-102.65692,14,0
ELM,standard_saver,non-airport,d5,171.16135,-65.078597,5,0
ELP,standard_saver,airport_drop_off,d1,696.311089,47.852321,67,-2.306774789
ELP,standard_saver,airport_drop_off,d2,1193.169203,49.396279,96,-2.306774789
ELP,standard_saver,airport_drop_off,d3,815.328265,47.961797,55,-2.306774789
ELP,standard_saver,airport_drop_off,d4,981.952777,74.048123,51,-2.306774789
ELP,standard_saver,airport_drop_off,d5,1121.131407,71.356972,46,-2.306774789
ELP,standard_saver,non-airport,d1,25524.84043,-430.509654,4005,0
ELP,standard_saver,non-airport,d2,30758.73792,-6802.720007,4675,0
ELP,standard_saver,non-airport,d3,45884.02086,-2644.655025,4661,0
ELP,standard_saver,non-airport,d4,63088.61379,-574.577251,4488,0
ELP,standard_saver,non-airport,d5,85933.42361,1625.606608,3677,0
EMD,standard_saver,airport_drop_off,d5,264.498443,57.13756,3,0
EMD,standard_saver,non-airport,d1,12058.8575,-35.820106,1621,0
EMD,standard_saver,non-airport,d2,13342.94146,-1131.984287,1630,0
EMD,standard_saver,non-airport,d3,13722.11479,284.850477,1225,0
EMD,standard_saver,non-airport,d4,11046.75626,359.417782,750,0
EMD,standard_saver,non-airport,d5,17094.10701,1997.101423,490,0
ERI,standard_saver,non-airport,d1,31942.89082,-2181.925781,4401,0
ERI,standard_saver,non-airport,d2,32532.90266,-7872.07399,4241,0
ERI,standard_saver,non-airport,d3,24756.93993,-1135.935489,2365,0
ERI,standard_saver,non-airport,d4,18781.7922,-256.223972,1426,0
ERI,standard_saver,non-airport,d5,19755.73801,-1497.048361,1140,0
EUG,standard_saver,airport_drop_off,d1,1223.459084,74.891273,80,0
EUG,standard_saver,airport_drop_off,d2,2430.377382,367.600232,122,0
EUG,standard_saver,airport_drop_off,d3,1616.896562,296.691301,72,0
EUG,standard_saver,airport_drop_off,d4,1585.477344,390.686408,62,0
EUG,standard_saver,airport_drop_off,d5,1414.178224,210.10388,42,0
EUG,standard_saver,non-airport,d1,20893.14104,3153.732412,3043,0
EUG,standard_saver,non-airport,d2,24590.81937,2663.87907,3261,0
EUG,standard_saver,non-airport,d3,31242.21309,4139.479192,3261,0
EUG,standard_saver,non-airport,d4,38373.42733,6735.565396,2998,0
EUG,standard_saver,non-airport,d5,60456.2538,8387.125689,3198,0
EVV,standard_saver,non-airport,d1,18854.99456,-83.979769,3196,0
EVV,standard_saver,non-airport,d2,22751.7494,-116.421539,3165,0
EVV,standard_saver,non-airport,d3,23103.88456,2345.818434,2369,0
EVV,standard_saver,non-airport,d4,23466.63783,2710.453225,1988,0
EVV,standard_saver,non-airport,d5,25573.79076,3581.266275,1334,0
EYW,standard_saver,airport_drop_off,d1,1211.848912,-316.065201,194,0
EYW,standard_saver,airport_drop_off,d2,1031.880689,-149.754289,135,0
EYW,standard_saver,airport_drop_off,d3,757.927028,-46.255761,85,0
EYW,standard_saver,airport_drop_off,d4,521.863964,-10.876151,50,0
EYW,standard_saver,airport_drop_off,d5,2853.347518,-195.284563,28,0
EYW,standard_saver,non-airport,d1,11508.62507,-885.403781,1789,0
EYW,standard_saver,non-airport,d2,18042.40016,-288.514822,2462,0
EYW,standard_saver,non-airport,d3,23674.32625,2782.203573,2378,0
EYW,standard_saver,non-airport,d4,18590.1363,1830.600581,1540,0
EYW,standard_saver,non-airport,d5,27889.47738,365.660727,1204,0
FAI,standard_saver,non-airport,d1,6204.200436,-1937.477826,924,0
FAI,standard_saver,non-airport,d2,7435.919247,-1445.324385,837,0
FAI,standard_saver,non-airport,d3,10709.07004,-2004.486189,964,0
FAI,standard_saver,non-airport,d4,12693.65477,-694.730007,829,0
FAI,standard_saver,non-airport,d5,14030.99811,-798.607539,642,0
FAR,standard_saver,airport_drop_off,d1,192.294024,-51.358098,28,0
FAR,standard_saver,airport_drop_off,d2,157.875518,-60.830927,21,0
FAR,standard_saver,airport_drop_off,d3,136.337012,-27.785722,14,0
FAR,standard_saver,airport_drop_off,d4,305.883418,-63.032711,23,0
FAR,standard_saver,airport_drop_off,d5,128.20179,1.282589,5,0
FAR,standard_saver,non-airport,d1,18964.02624,-3984.974441,3737,0
FAR,standard_saver,non-airport,d2,17544.28133,-6352.300186,3055,0
FAR,standard_saver,non-airport,d3,19440.26924,-6522.269378,2688,0
FAR,standard_saver,non-airport,d4,23673.37327,-5724.640677,2494,0
FAR,standard_saver,non-airport,d5,20221.06472,-5569.714761,1576,0
FAT,standard_saver,airport_drop_off,d1,904.473109,-290.213544,101,-5.281079479
FAT,standard_saver,airport_drop_off,d2,897.860483,-256.734486,82,-5.281079479
FAT,standard_saver,airport_drop_off,d3,674.822862,-113.089203,47,-5.281079479
FAT,standard_saver,airport_drop_off,d4,816.275262,-78.037307,48,-5.281079479
FAT,standard_saver,airport_drop_off,d5,524.550852,164.042925,8,-5.281079479
FAT,standard_saver,non-airport,d1,105479.4806,9361.447968,9929,0
FAT,standard_saver,non-airport,d2,122937.5051,16504.39566,8534,0
FAT,standard_saver,non-airport,d3,115143.1796,15214.31413,6791,0
FAT,standard_saver,non-airport,d4,98064.78538,12779.53907,4845,0
FAT,standard_saver,non-airport,d5,93604.31726,6806.964455,3690,0
FAY,standard_saver,airport_drop_off,d1,499.800435,31.01645,42,-5.316209463
FAY,standard_saver,airport_drop_off,d2,270.429978,-3.493776,21,-5.316209463
FAY,standard_saver,airport_drop_off,d3,418.683633,2.536414,28,-5.316209463
FAY,standard_saver,airport_drop_off,d4,231.618676,10.56327,12,-5.316209463
FAY,standard_saver,airport_drop_off,d5,1028.857817,-300.714891,15,-5.316209463
FAY,standard_saver,non-airport,d1,63581.37657,4228.169479,9718,0
FAY,standard_saver,non-airport,d2,75991.08284,-5033.591733,10627,0
FAY,standard_saver,non-airport,d3,93919.5796,5295.40393,9337,0
FAY,standard_saver,non-airport,d4,84969.17999,5772.246679,6361,0
FAY,standard_saver,non-airport,d5,83816.62635,1703.433677,4276,0
FLG,standard_saver,airport_drop_off,d5,589.986084,-121.26892,2,0
FLG,standard_saver,non-airport,d1,15834.89266,1260.224656,2056,0
FLG,standard_saver,non-airport,d2,20239.43583,1367.06588,2314,0
FLG,standard_saver,non-airport,d3,19868.67117,1271.880178,1843,0
FLG,standard_saver,non-airport,d4,19618.1112,1101.155657,1446,0
FLG,standard_saver,non-airport,d5,33683.11401,2069.313758,1148,0
FNL,standard_saver,airport_drop_off,d5,6137.552675,67.308215,65,0
FNL,standard_saver,non-airport,d1,31963.26,4240.329777,4444,0
FNL,standard_saver,non-airport,d2,37577.55353,1434.034384,4974,0
FNL,standard_saver,non-airport,d3,38163.27971,1393.450262,4203,0
FNL,standard_saver,non-airport,d4,45618.56467,3209.832083,3721,0
FNL,standard_saver,non-airport,d5,76909.31134,1329.729112,3210,0
FNT,standard_saver,airport_drop_off,d5,213.99016,-9.136875,2,0
FNT,standard_saver,non-airport,d1,7349.825027,-3443.391928,1103,0
FNT,standard_saver,non-airport,d2,10038.93607,-3335.645216,997,0
FNT,standard_saver,non-airport,d3,9568.229251,-3019.944999,707,0
FNT,standard_saver,non-airport,d4,8714.323484,-3263.380597,473,0
FNT,standard_saver,non-airport,d5,11156.12189,-773.740657,273,0
FOE,standard_saver,airport_drop_off,d5,293.421296,-10.801904,2,0
FOE,standard_saver,non-airport,d1,6242.48643,-1763.779292,1107,0
FOE,standard_saver,non-airport,d2,10140.52533,-909.394096,1325,0
FOE,standard_saver,non-airport,d3,12121.6826,133.077652,1168,0
FOE,standard_saver,non-airport,d4,12849.45063,1503.970197,910,0
FOE,standard_saver,non-airport,d5,11720.66736,1337.431554,529,0
FPR,standard_saver,airport_drop_off,d2,36.003127,10.391621,1,-4.54496608
FPR,standard_saver,airport_drop_off,d3,694.654586,181.27398,14,-4.54496608
FPR,standard_saver,airport_drop_off,d4,692.867524,187.682524,12,-4.54496608
FPR,standard_saver,airport_drop_off,d5,6305.257472,1159.209847,64,-4.54496608
FPR,standard_saver,non-airport,d1,54861.86514,-845.422172,8505,0
FPR,standard_saver,non-airport,d2,76969.13379,360.499461,9133,0
FPR,standard_saver,non-airport,d3,93894.45588,6639.027382,8219,0
FPR,standard_saver,non-airport,d4,126959.9006,1286.316454,8761,0
FPR,standard_saver,non-airport,d5,219980.5464,-23345.56135,9469,0
FRE,standard_saver,airport_drop_off,d2,413.881669,80.587376,15,-5.209020999
FRE,standard_saver,airport_drop_off,d3,734.757456,224.299551,18,-5.209020999
FRE,standard_saver,airport_drop_off,d4,1090.100825,350.401331,20,-5.209020999
FRE,standard_saver,airport_drop_off,d5,2382.602194,640.057845,26,-5.209020999
FRE,standard_saver,non-airport,d1,19269.95386,1415.959489,2450,0
FRE,standard_saver,non-airport,d2,25717.19771,1546.205711,2697,0
FRE,standard_saver,non-airport,d3,24830.41692,3645.436481,1886,0
FRE,standard_saver,non-airport,d4,25701.63708,5237.39824,1404,0
FRE,standard_saver,non-airport,d5,46847.82999,9687.747218,1350,0
FSD,standard_saver,airport_drop_off,d1,467.760223,90.833859,38,-5.681539697
FSD,standard_saver,airport_drop_off,d2,715.548708,129.442303,46,-5.681539697
FSD,standard_saver,airport_drop_off,d3,620.128255,77.180505,35,-5.681539697
FSD,standard_saver,airport_drop_off,d4,569.292499,111.224822,25,-5.681539697
FSD,standard_saver,airport_drop_off,d5,630.157597,63.853952,27,-5.681539697
FSD,standard_saver,non-airport,d1,31549.89264,6880.254511,3947,0
FSD,standard_saver,non-airport,d2,40698.2954,9223.129471,4084,0
FSD,standard_saver,non-airport,d3,38737.39529,7260.435954,3138,0
FSD,standard_saver,non-airport,d4,37916.16207,7653.385891,2359,0
FSD,standard_saver,non-airport,d5,40609.29205,6661.708068,1969,0
FWA,standard_saver,airport_drop_off,d5,220.781759,-32.592593,1,0
FWA,standard_saver,non-airport,d1,34309.33002,-543.156088,5770,0
FWA,standard_saver,non-airport,d2,43596.52374,573.48038,5485,0
FWA,standard_saver,non-airport,d3,47521.56444,-2265.848739,4915,0
FWA,standard_saver,non-airport,d4,37355.84643,-2173.376917,2978,0
FWA,standard_saver,non-airport,d5,46010.534,-5019.160798,2603,0
GEG,standard_saver,airport_drop_off,d1,2516.033744,74.253095,132,0
GEG,standard_saver,airport_drop_off,d2,3171.857118,5.924708,140,0
GEG,standard_saver,airport_drop_off,d3,2417.083641,108.139095,94,0
GEG,standard_saver,airport_drop_off,d4,3176.203448,211.294064,96,0
GEG,standard_saver,airport_drop_off,d5,3024.509137,241.802239,64,0
GEG,standard_saver,non-airport,d1,26595.16827,-7096.696204,5365,0
GEG,standard_saver,non-airport,d2,41300.02784,-9282.484621,5527,0
GEG,standard_saver,non-airport,d3,57690.12125,-8638.871866,5058,0
GEG,standard_saver,non-airport,d4,69290.11873,-7777.992334,4087,0
GEG,standard_saver,non-airport,d5,103153.2242,-10998.4072,3556,0
GFK,standard_saver,non-airport,d1,1458.338528,-176.0548,237,0
GFK,standard_saver,non-airport,d2,1297.782616,-422.71569,214,0
GFK,standard_saver,non-airport,d3,1602.317231,-11.857507,180,0
GFK,standard_saver,non-airport,d4,1191.371717,-242.598933,118,0
GFK,standard_saver,non-airport,d5,2124.632816,146.478845,143,0
GJT,standard_saver,non-airport,d1,947.194136,3.118907,120,0
GJT,standard_saver,non-airport,d2,947.28271,170.078696,78,0
GJT,standard_saver,non-airport,d3,1117.321038,91.416977,86,0
GJT,standard_saver,non-airport,d4,1139.912341,38.054303,79,0
GJT,standard_saver,non-airport,d5,1091.244681,43.263086,47,0
GMD,standard_saver,airport_drop_off,d2,2540.39703,420.836679,52,-3.639130473
GMD,standard_saver,airport_drop_off,d3,4060.865577,894.397327,73,-3.639130473
GMD,standard_saver,airport_drop_off,d4,4257.461513,943.4633,70,-3.639130473
GMD,standard_saver,airport_drop_off,d5,7115.415108,1100.191052,97,-3.639130473
GMD,standard_saver,non-airport,d1,89221.80388,9491.076467,9622,0
GMD,standard_saver,non-airport,d2,114396.2229,15500.44796,9998,0
GMD,standard_saver,non-airport,d3,122331.421,20895.33875,8423,0
GMD,standard_saver,non-airport,d4,136004.9713,24554.10009,6867,0
GMD,standard_saver,non-airport,d5,212343.503,28714.27505,5700,0
GME,standard_saver,airport_drop_off,d1,24.481462,-23.959232,6,0
GME,standard_saver,airport_drop_off,d2,68.745809,-78.228486,17,0
GME,standard_saver,airport_drop_off,d3,40.491661,-52.598755,8,0
GME,standard_saver,airport_drop_off,d4,86.542885,-11.901799,5,0
GME,standard_saver,non-airport,d1,2503.409188,-142.199011,384,0
GME,standard_saver,non-airport,d2,2852.646113,-389.776941,414,0
GME,standard_saver,non-airport,d3,4056.903159,-174.982259,448,0
GME,standard_saver,non-airport,d4,3374.72454,91.620297,255,0
GME,standard_saver,non-airport,d5,2073.322886,-159.178205,93,0
GNV,standard_saver,airport_drop_off,d1,1140.523682,238.620356,90,-4.584613316
GNV,standard_saver,airport_drop_off,d2,1052.250222,269.416441,66,-4.584613316
GNV,standard_saver,airport_drop_off,d3,1031.348436,251.032201,54,-4.584613316
GNV,standard_saver,airport_drop_off,d4,1023.194959,219.067647,45,-4.584613316
GNV,standard_saver,airport_drop_off,d5,1297.313473,281.402135,23,-4.584613316
GNV,standard_saver,non-airport,d1,63679.86257,4022.710913,9562,0
GNV,standard_saver,non-airport,d2,62840.55394,8484.781832,7220,0
GNV,standard_saver,non-airport,d3,74144.0577,7584.386659,7317,0
GNV,standard_saver,non-airport,d4,82042.46855,11690.96253,6041,0
GNV,standard_saver,non-airport,d5,117333.7523,4570.054047,6226,0
GON,standard_saver,airport_drop_off,d4,224.486448,18.862354,4,0
GON,standard_saver,airport_drop_off,d5,1495.688142,-129.542234,24,0
GON,standard_saver,non-airport,d1,11736.29506,1286.515382,1540,0
GON,standard_saver,non-airport,d2,11023.8285,1867.583549,1071,0
GON,standard_saver,non-airport,d3,11994.04419,1190.350026,1033,0
GON,standard_saver,non-airport,d4,10505.67254,1435.75785,640,0
GON,standard_saver,non-airport,d5,24732.21581,2651.178194,833,0
GRB,standard_saver,airport_drop_off,d1,9.499467,-4.989982,1,0
GRB,standard_saver,airport_drop_off,d3,17.428934,-0.639949,2,0
GRB,standard_saver,airport_drop_off,d4,26.468934,-10.446369,2,0
GRB,standard_saver,airport_drop_off,d5,104.318401,-6.62896,3,0
GRB,standard_saver,non-airport,d1,13667.53908,479.707578,2131,0
GRB,standard_saver,non-airport,d2,19940.9862,987.653788,2565,0
GRB,standard_saver,non-airport,d3,16829.43878,2108.968621,1687,0
GRB,standard_saver,non-airport,d4,17337.20209,2436.042938,1302,0
GRB,standard_saver,non-airport,d5,23968.16452,1271.766223,1137,0
GRR,standard_saver,airport_drop_off,d1,833.260467,7.800591,59,-5.026453323
GRR,standard_saver,airport_drop_off,d2,1463.373223,-115.881779,84,-5.026453323
GRR,standard_saver,airport_drop_off,d3,960.823857,-25.464928,40,-5.026453323
GRR,standard_saver,airport_drop_off,d4,431.986739,-38.037061,17,-5.026453323
GRR,standard_saver,airport_drop_off,d5,485.272788,-127.472843,16,-5.026453323
GRR,standard_saver,non-airport,d1,62051.97813,-11074.92096,9148,0
GRR,standard_saver,non-airport,d2,73840.52953,-9457.93189,7989,0
GRR,standard_saver,non-airport,d3,77353.30831,-11623.40701,6837,0
GRR,standard_saver,non-airport,d4,73868.57634,-22094.05599,5614,0
GRR,standard_saver,non-airport,d5,83616.21943,-41844.56724,4873,0
GSD,standard_saver,non-airport,d1,496.039065,-153.817384,88,0
GSD,standard_saver,non-airport,d2,659.915966,-94.192953,97,0
GSD,standard_saver,non-airport,d3,563.121591,19.576523,60,0
GSD,standard_saver,non-airport,d4,373.365378,-138.571494,47,0
GSD,standard_saver,non-airport,d5,672.913701,173.468643,27,0
GSO,standard_saver,airport_drop_off,d1,1076.979116,188.357322,73,-3.40834793
GSO,standard_saver,airport_drop_off,d2,2438.147208,418.480975,131,-3.40834793
GSO,standard_saver,airport_drop_off,d3,3161.558208,695.733685,133,-3.40834793
GSO,standard_saver,airport_drop_off,d4,3303.093382,995.431751,90,-3.40834793
GSO,standard_saver,airport_drop_off,d5,6230.878122,1447.677526,90,-3.40834793
GSO,standard_saver,non-airport,d1,207612.6264,14430.12561,30723,0
GSO,standard_saver,non-airport,d2,242714.1469,-780.009119,32151,0
GSO,standard_saver,non-airport,d3,281649.2674,19886.1644,28401,0
GSO,standard_saver,non-airport,d4,328232.672,28818.73261,25984,0
GSO,standard_saver,non-airport,d5,459684.0733,-15018.87555,25313,0
GSP,standard_saver,airport_drop_off,d1,1095.689449,195.56508,57,-4.46990419
GSP,standard_saver,airport_drop_off,d2,2502.331284,574.98703,94,-4.46990419
GSP,standard_saver,airport_drop_off,d3,2040.489645,566.268413,63,-4.46990419
GSP,standard_saver,airport_drop_off,d4,1596.049718,506.86498,36,-4.46990419
GSP,standard_saver,airport_drop_off,d5,1222.369832,368.292027,18,-4.46990419
GSP,standard_saver,non-airport,d1,50881.90495,-9458.679289,7707,0
GSP,standard_saver,non-airport,d2,76770.3497,-4246.757512,8396,0
GSP,standard_saver,non-airport,d3,85143.72467,3721.854504,6993,0
GSP,standard_saver,non-airport,d4,77321.44746,5449.093768,5041,0
GSP,standard_saver,non-airport,d5,88307.29883,1560.428028,3682,0
GTP,standard_saver,non-airport,d1,11.267014,-5.819156,2,0
GTP,standard_saver,non-airport,d2,14.417014,-2.696245,2,0
